post,tags
writing a string (with new lines) in python  i have to write strings with newlines and a specific structure to files in python. when i do    <pre><code> stringtowrite =  abcd ||                    efgh||                    iklk   f = open(save_dir +  /  +count+ _report.txt    w ) f.write(stringtowrite) f.close() </code></pre>   i m getting this error: syntaxerror: eol while scanning string literal    how can i write the string as it is to a file without deleting the new lines     thanks for your help.,python
move files that ends with .pdf to selected folder (python)  my script i run will be on my mac.    my root is  /users/johnle/desktop/  the purpose of the code is to move a tons of files. on my desktop will be tons of .pdf files. i want to move the pdf files to  /users/johnle/desktop/pdf     so :  /users/johnle/desktop/file.pdf  - >  /users/johnle/desktop/pdf/     this is my code in python :    <pre><code>def movefile(root number_of_files  to):       list_of_file = os.listdir(root)       list_of_file.sort()      for file in list_of_file:         name = root + str(file)           dest = to + str(file)           shutil.move( name  dest )  </code></pre>,python
python logic black jack sim  i can t figure out where i did mistake but print is always likely victories 100%   <pre><code>import random </code></pre>   setting up deck and check scores of single game   <pre><code>def singlegame():     cardsval = [11  2  3  4  5  6  7  8  9  10  10  10  10] # deck of cards     onhandscore = 17 # score on hand     cardnumber = pickonecard()     newcardvalue = cardsval[cardnumber - 1]     onhandscore = onhandscore + newcardvalue </code></pre>   check if win  lose or tie   <pre><code>if onhandscore &gt; 21:     result = 1 elif onhandscore == 21:     result = 0 else:     result = -1  return result </code></pre>   pick one card of 13 and return its card number   <pre><code>def pickonecard():     return random.randint(1  13) </code></pre>   check for n simulations and print the results   <pre><code>def multiplegames(n): </code></pre>   to record score   <pre><code>defeat = 0; certainvictory = 0; likelyvictory = 0; </code></pre>   simulating n games one by one   <pre><code>for i in range(n):     result = singlegame() </code></pre>   check scores and store values   <pre><code>if result == 1:     defeat += 1 elif result == 0:     certainvictory += 1 else:     likelyvictory += 1 </code></pre>   calculating total percentage   <pre><code>totalper = (defeat + certainvictory + likelyvictory) defeatper = float( {0:.2f} .format(defeat * 100/ totalper)) certainvictoryper = float( {0:.2f} .format(certainvictory * 100/ totalper)) likelyvictoryper = 100 - defeatper - certainvictoryper </code></pre>   printing results   <pre><code>print  defeats:   defeatper  %  print  certain victories:   certainvictoryper  %  print  likely victories:   likelyvictoryper  %  </code></pre>   simulating code for 100 000 games   <pre><code>multiplegames(100000) </code></pre>,python
python find method in strings seems to be failing  i have a text file like so: <a href= http://pastie.org/10309944  rel= nofollow >http://pastie.org/10309944</a>    this contains numbers corresponding to lists of edi segments that could possibly be associated with them. my goal is to write a script that takes in one of these codes (the numbers) as input and outputs the corresponding lists. the lists are surrounded by  -  characters to make the parsing easier.     i wrote the following code: `class segmentsusedfinder(object):        finds a transaction code and returns the possible segments used.           <pre><code>def __init__(self  transaction_code):        initializes the segment finder.      args:         transaction_code: the transaction code to find possible segments from.             self._transaction_code = transaction_code +   -   def find_segment(self):        finds the possible segments that correspond to the        transaction code.             fileobject = open( transactioncodes.txt    r )     data =        for line in fileobject:         line = line.rstrip( \n ).rstrip()         data += line     fileobject.close()      position = data.find(self._transaction_code) + len(self._transaction_code)       with open( transactioncodes.txt    r ) as file:         file.seek(position)         segments =            char =            while true:             char = file.read(1)             if char ==  - :                 break             segments += char      return segments </code></pre>   i then create a finder object like so:   <pre><code>finder = segmentsusedfinder( 270 ) print finder.find_segment() </code></pre>   this code actually works but when i adjust the string inside the segmentsusedfinder constructor to 271 or 837 it fails for some reason. i think i m perhaps misusing the find method  but it works for the first instance. i can also get it to work for 271 if i add 2 to position and to work for 837 if i add 4 to position.     any help would be greatly appreciated  thanks.,python
python does not warn about variable re-declaration  i just spent a whole day tracking down this bug:   <pre> for idx  val in enumerate(some_list):     for idx  otherval in enumerate(another_list): #the idx for the outer loop is overwritten         #blah blah </pre>   coming from a strongly typed language background  i got bitten hard by this. in strongly typed languages i would get an error about variable re-declaration. i don t know why the interpreter doesn t issue a warning for this  and the design decision behind this. this is obviously a bug  i mean  what could possibly be the legit use of this construct  is there any option to enable this sort of check  thanks.,python
using python to create midi s  essentially  i m trying to create midi s from scratch and put them online. i m open to different languages  but prefer to use python (one of the 2 s  if that makes any difference.) and was wondering what library i should use. thanks in advance!,python
python: submitting different jobs to different cpus  i have a fortran <code>atoms.out</code> file that performs some function. i am calling that fortran file from within python with:   <pre><code>values = subprocess.popen([ ./atoms.out    ./%s.klj  % test1   ./%s.out  % test1]  stdout = subprocess.pipe) </code></pre>   i ve looked at <a href= http://www.parallelpython.com/content/view/15/30/  rel= nofollow >python pp</a>  but i dont think it is what i am looking for  as it uses n number of cpus for a single job.    the calculations conducted by the fortran file are not independent and cannot be used with <code>python pp</code>    so my question is how can i submit a number of jobs to a number of different cpus  say for example i have: 7 files that i want to be run over 4 cpus.    so each job is distributed as:   <pre><code>file1 -&gt; cpu1 file2 -&gt; cpu2 file3 -&gt; cpu3 file4 -&gt; cpu4 </code></pre>   then when a job has finished on a cpu it is replaces with the remaining 3 files to run. say <code>file1</code> is finished on <code>cpu1</code> it is replaced by <code>file5</code>  so the distribution of jobs would look like:   <pre><code>file5 -&gt; cpu1 file2 -&gt; cpu2 file3 -&gt; cpu3 file4 -&gt; cpu4 </code></pre>   and so forth until it has finished running the fortran file on the 7 files.,python
use string.find() for multiple cases  for <code>.find()</code> how would you find the cases in multiple places     for example:   <pre><code>string =  banana   string.find( na ) </code></pre>   i want it to return <code>[3  5]</code> by creating a blank list and appending it. how would i go about this,python
printing text in form of circle  i m trying to form figures of the text a person chooses.  i already made a square  pyramid and a parallelogram.     where i get stuck is when i m trying to make a circle. my thought was to use a <code>for i in range (1  height/2)</code> where it would print the text (f.e. --) * i times. then i wanted another for loop to print the exact opposite  so from <code>height/2</code> to <code>height</code>  it should first print <code>height/2*</code> text en for every time the for loop starts again  it should print the text one time less.    i m not completely sure if this will look like a circle somehow.  i ll give my code for a pyramid and a circle. i m aware that for the circle  i still need to do something with <code>   </code>  but as i don t really know how to get everything working in the first place  i haven t began thinking about how i m gonna need blank spaces in that code.   <pre><code>def print_pyramid(height):     text = raw_input( please give in what your pyramid needs to be formed from  you can choose two **  two --  or two letters )     for i in range(1 height+1):          print (height-i+1)*     text * i  def print_circle(height):     text = raw_input( give in what your circle is made of: **  -- or two letters. )     for i in range(1 height/2):         print text*i     for j in range ((height/2)-1 (height/2)+1):         print text*j     for h in range((height/2)+2  height+1):         print text*((height/2)-h) </code></pre>   <a href= http://i.stack.imgur.com/bqif8.jpg  rel= nofollow >example of output  see link</a>,python
open file for random write without truncating   in python  there are a few flags you can supply when opening a file for operation. i am a bit baffled at finding a combination that allow me to do <strong>random write without truncating</strong>. the behavior i am looking for is equivalent to c: create it if it doesn t exist  otherwise  open for write (not truncating)    <code>open(filename  o_wronly|o_creat)</code>    python s <a href= https://docs.python.org/2.7/library/io.html#module-io >document</a> is confusing (to me): <code> w </code> will truncate the file first  <code> + </code> is supposed to mean updating  but <code> w+ </code> will truncate it anyway. is there anyway to achieve this without resorting to the low-level <code>os.open()</code> interface     note: the <code> a </code> or <code> a+ </code> doesn t work either (please correct if i am doing something wrong here)   <pre><code>cat test.txt eee  with open( test.txt    a+ ) as f:   f.seek(0)   f.write( a ) cat test.txt eeea </code></pre>   is that so the append mode insist on writing to the end,python
how do i efficiently replace the last line in a string   i have a multi-line string  and i would like to replace the last line of the string with a different line. how do i most efficiently do this,python
any idea to solve this error  nameerror: global name  string  is not defined  python  i m trying to call  recommendation model from flask  so i want return a response for to consume by another application (java).   <pre><code>def get_recomendation(strrange1 strrange2 top):          recomendacion = loaded_model.recommend(users=range(strrange1 strrange1) k=top)           #string = str(reco)          #print type(string)         global string              for reco in recomendacion:             string += str(reco)          return string  </code></pre>,python
weird behavior with var in dict <pre><code>&gt;&gt;&gt; x = {  a  :  b     c  :  d  }  &gt;&gt;&gt; a  and  c  in x true  &gt;&gt;&gt; a  and  b  in x false  &gt;&gt;&gt; b  and  c  in x true </code></pre>   if <code>in &lt;dict&gt;</code> checks for keys  how come the last one that looks up <code>b</code> returns <code>true</code> even if there is no such key <code>b</code>,python
how to add a comma in between a string in python   i have a string value such as november 20 2017. how do i add comma in between 20 and 2017. the string value is dynamic.,python
convert a graph represented by a string of key-value pairs  to a dictionary. python  given a map  represented by a string of double digit numbers separated by commas e.g  12 23 34 45 56 67 78 81  where each pair of digits represents a path between the two digits  convert the string into a graph represented by a dictionary with keys as origins(digits) and values as available destinations from key. e.g 1:[2 8]  2[3] etc. this is my very ugly attempt:   <pre><code>def path(way): x = way.split(   ) y = sorted(set(tele.replace(      ))) graph = dict() for i in x:     for j in range(len(i)):         for h in y:             if h in i and i[j] != h:                 if h in graph:                     graph[h].append((i[j]))                 else:                     graph[h] = [(i[j])] return graph </code></pre>   i intend on implementing the breadth-first search algorithm after this in order to find the best path. i m sorry if my explanation is unclear. any help would be very appreciated  thanks!,python
how to implement server & multi-clients  communication    what i aim to do is to fulfill a mutual communication between one server but multiple clients. here is the server part i wrote:   <pre><code>import subprocess  time  socket  fileinput s = socket.socket(socket.af_inet  socket.sock_stream) host=   port = 2000 s.bind((host  port)) s.listen(2) # here 2 means the maximum number of clients that can connect to the server is 2 conn addr = s.accept() for data in fileinput.input( some file i previously created )     conn.send(data) conn.close() </code></pre>   so  here pretty much is the client-server communication. (only the server part). the question is: this script can implement communication between one client and one server.     how to fulfill communication between one server and multiple clients. let s say i have 6 numbers in the file. i wish to transmit the first 3 to client-a  the 4th to client-b and the rest to client-c.    how to make this happen     i appreciate your precious and experienced skills.,python
python  rpm names sort by version  i ve a trouble in sorting the rpms by version. if i use simple .sort() it is not sorting with the version.    <blockquote>   <blockquote>     <blockquote>        data = [ fininstapiserv-protected-stage-100.1-1.i686.rpm         ...  fininstapiserv-protected-stage-101.9-2.i686.rpm         ...  fininstapiserv-protected-stage-103.0-1.i686.rpm         ...  fininstapiserv-protected-stage-103.4-1.i686.rpm         ...  fininstapiserv-protected-stage-104.9-1.i686.rpm         ...  fininstapiserv-protected-stage-105.0-1.i686.rpm         ...  fininstapiserv-protected-stage-109.0-1.i686.rpm         ...  fininstapiserv-protected-stage-112.1-1.i686.rpm         ...  fininstapiserv-protected-stage-98.0-1.i686.rpm         ...  fininstapiserv-protected-stage-99.0-1.i686.rpm ]                data       [ fininstapiserv-protected-stage-100.1-1.i686.rpm    fininstapiserv-protected-stage-101.9-2.i686.rpm    fininstapiserv-protected-stage-103.0-1.i686.rpm    fininstapiserv-protected-stage-103.4-1.i686.rpm    fininstapiserv-protected-stage-104.9-1.i686.rpm    fininstapiserv-protected-stage-105.0-1.i686.rpm    fininstapiserv-protected-stage-109.0-1.i686.rpm    fininstapiserv-protected-stage-112.1-1.i686.rpm    fininstapiserv-protected-stage-98.0-1.i686.rpm    fininstapiserv-protected-stage-99.0-1.i686.rpm ]                data.sort()                data      </blockquote>   </blockquote> </blockquote>   [ fininstapiserv-protected-stage-100.1-1.i686.rpm    fininstapiserv-protected-stage-101.9-2.i686.rpm    fininstapiserv-protected-stage-103.0-1.i686.rpm    fininstapiserv-protected-stage-103.4-1.i686.rpm    fininstapiserv-protected-stage-104.9-1.i686.rpm    fininstapiserv-protected-stage-105.0-1.i686.rpm    fininstapiserv-protected-stage-109.0-1.i686.rpm    fininstapiserv-protected-stage-112.1-1.i686.rpm    fininstapiserv-protected-stage-98.0-1.i686.rpm    fininstapiserv-protected-stage-99.0-1.i686.rpm ],python
pounds to kilograms and grams conversion python function  i need to create a python function named poundstometric which converts weights given in pounds to kilograms and grams.    for example rather than print out 2.2 kilograms the correct answer would be 2 kilograms and 200 grams    to aid your work the following conversions hold:    1 pound = 2.2 kilograms 1 kilogram = 1000 grams    your program should prompt the user for the number of pounds and output the results in kilograms and grams.   <pre><code>def poundstometricfunction(kilograms  grams): pounds = float(input( enter the amount of pounds:   )                kilograms = pounds * 2.2                grams = kilograms * 1000                 print( the amount of pounds you entered is    pounds                         this is    kilograms    kilograms     and   grams                        grams  ) </code></pre>   i know this isn t correct but i m trying to figure out what i m doing wrong i mean i know its probably all wrong but i m new to this and i guess i just need some feedback on what i could add or if i have the correct information what format do i use for the correct syntax.,python
python programming help <pre><code>#!/usr/bin/env python import math    def primetest(isprime): print(     {0}=testnum .format(testnum)) if testnum%2 == 0 and testnum != 2: #if divisible by 2 and not 2     isprime = false     print( {0} a .format(isprime))     print( a )   else:     numroot = round(math.sqrt(testnum))     i = 2     while i &lt;= numroot:         if testnum%i == 0:             isprime = false         i+=1     print( b )   global testnum global isprime testnum=2 numprimessofar=0 reqprimes=int(input( how many primes would you like  \n )) while numprimessofar &lt; reqprimes:    isprime=true primetest(isprime) print(isprime) if isprime:     print(     {0} .format(isprime))     print(     {0} .format(testnum))     numprimessofar+=1 testnum+=1 </code></pre>   (sorry about the formatting i m not really sure why it s not working right  but assume i have the tab-formatting correct) now this outputs this:   <pre><code>    how many primes would you like   4     2=testnum b true     true     2     3=testnum b true     true     3     4=testnum false a a true     true     4     5=testnum b true     true     5 </code></pre>   alright... so why is isprime true still when i set it to false      edit: okay... so is that what you guys are talking about,python
python database  my question is how to create a simple database in python. my example is:   <pre><code>user = {  name  : { firstname    lastname }   address  : { street   zip   state }   creditcard  : { cctype   ccnumber }  } </code></pre>   now i can update this user s information just fine  but how do i   <ol> <li>add more users to this data structure. a dictionary of dictionaries </li> <li>allow users to have more than one credit card  a many to one relationship</li> </ol>   thanks for any responses  i ve been trying to wrap my head around this for awhile,python
fibonacci sequence in tuple python  to be writing a make_fibonacci that accepts a parameter n which generates and returns a tuple containing the first n+1 terms of the fibonacci sequence  where n>= 0. from the other questions here     <pre><code>def make_fibonacci(n):     a  b = 0  1     for i in range(d):         a  b = b  a+b </code></pre>   but since i need the range of the fibonacci in a tuple  like    <pre><code>make_fibonacci(10)   &gt;&gt;&gt; (0  1  1  2  3  5  8  13  21  34  55) </code></pre>   thanks a lot!,python
python: sys.exc_info() is missing local variables  in python  i have code that catches an exception  like this:   <pre><code>try:     &lt;do stuff&gt; except:     exc_info = sys.exc_info() </code></pre>   the problem i m running into is that the traceback object (exc_info[2]) is non-deterministically missing local variables in the traceback objects. i know this for a fact because i run the exact same code and sometimes the variables are in tb.tb_frame.f_locals and sometimes not. the global variables are always correct in tb.tb_frame.f_globals.    what is populating the f_locals structure  what might cause that local variables dictionary to be empty sometimes,python
get substring between strings from a python list  how to get the content between strings <code>&amp;quot</code> and <code>autorefresh</code> which will be <code>/commander/link/jobdetails/jobs/a2537f238-8622-11ee-a1a0-f0921c14c828 </code> from a list as below  i just need the first match (there could be multiple matches).   <pre><code>[ something    something     something top.window.location.href = &amp;quot;/commander/link/jobdetails/jobs/a2537f238-8622-11ee-a1a0-f0921c14c828 autorefresh=0&amp;amp;s=jobs&amp;quot;; &gt;   something ] </code></pre>   tried    <pre><code>link = re.search( &amp;quot;(.* )autorefresh   big_list) print link.group(1) </code></pre>   and got <code>typeerror: expected string or buffer</code>,python
python csv writer if row key does not exist  the following script is erroring out:   <pre><code>import csv time string os requests  datetime  test =  \\\\network\\shared\\test.csv   fields = [ id    expiration date    cost    resale  ]  with open(test) as infile  open( c:\\upload\\tested.csv    wb ) as outfile:     r = csv.dictreader(infile)     w = csv.dictwriter(outfile  fields  extrasaction= ignore )     r = (dict((k  v.strip()) for k  v in row.items() if v) for row in r)      wtr = csv.writer( outfile )                                                                                                                                                                                                                                                                                                                                              wtr.writerow([ id    upload_date    cost    resale ])     for i  row in enumerate(r  start=1):         row[ id ] = i         print(row[ expiration date ]         row[ expiration date ] = datetime.datetime.strptime(row[ expiration date ][:10]   %m/%d/%y ).strftime( %y-%m-%d )         w.writerow(row)   d:\python\scripts&gt;python test.py traceback (most recent call last):   file  test.py   line 18  in &lt;module&gt;     print(row[ expiration date ]) keyerror:  expiration date  </code></pre>   so i think i understand what s going on - something like this from the original file:   <pre><code>expiration date     cost     resale 2016-01-01          1.00     2.00                     1.42     2.42 2016-05-02          1.45     9.00 </code></pre>   from what i can gather  there is a row where the expiration date column is not populated.  how do i force dictwriter to skip over blanks - assuming that is the cause of my error,python
check if a string from a file exists in a list of list of strings: python  i am reading a <code>.csv</code> file and saving it to a matrix called <code>csvfile</code>  and the matrix contents look like this (abbreviated  there are dozens of records):   <blockquote>    [[ 411-440854-0    411-440824-0    411-441232-0    394-529791    394-529729    394-530626 ]  &lt;...>  [ 394-1022430-0    394-1022431-0    394-1022432-0    ***another cn with a switch in between ]  [ 394-833938-0    394-833939-0    394-833940-0 ]  &lt;...>  [ 394-1021830-0    394-1021831-0    394-1021832-0    ***sectionalizer end connections ]  [ 394-1022736-0    394-1022737-0    394-1022738-0 ]  &lt;...>  [ 394-1986420-0    394-1986419-0    394-1986416-0    ***weird bn line check ]  [ 394-1986411-0    394-1986415-0    394-1986413-0 ]  &lt;...>  [ 394-529865-0    394-529686-0    394-530875-0    ***sectionalizer end connections ]  [ 394-830900-0    394-830904-0    394-830902-0 ]  [ 394-2350772-0    394-2350776-0    394-2350774-0    ***sectionalizer present but no end break ]  &lt;...>]  </blockquote>   and i am reading a text file into a variable called <code>textfile</code> and the content looks like this:   <pre><code>... object underground_line {     name spu123-394-1021830-0-sectionalizer;     phases an;     from spu123-391-670003;     to spu123-395-899674_sectionalizernode;     length 26.536;     configuration spu123-1/0cn15-an; }  object underground_line {     name spu123-394-1021831-0-sectionalizer;     phases bn;     from spu123-391-670002;     to spu123-395-899675_sectionalizernode;     length 17.902;     configuration spu123-1/0cn15-bn; }  object underground_line {     name spu123-394-1028883-0-sectionalizer;     phases cn;     from spu123-391-542651;     to spu123-395-907325_sectionalizernode;     length 771.777;     configuration spu123-1cn15-cn; } ... </code></pre>   i want to see if a portion of <code>name</code> line in <code>textfile</code> (anything after <code>spu123-</code> and before <code>-0-sectionalizer</code>) exists in <code>csvfile</code> matrix. if it does not exist  i want to do something (increment a counter) and i tried several ways including below:   <pre><code>counter = 0 for noline in textfile:     if  name spu123-  in noline:         if  -  in noline[23]:             if ((noline[13:23] not in s[0]) and  (noline[13:23] not in s[1]) and (noline[13:23] not in s[2]) for s in csvfile):                 counter = counter+1         else:             if ((noline[13:24] not in s[0]) and  (noline[13:24] not in s[1]) and (noline[13:-24] not in s[2]) for s in csvfile):                 counter = counter+1 print counter </code></pre>   this is not working. i also tried with <code>if any((noline......)</code> in the above code sample and it doesn t work either.,python
typeerror on python. missing1 required positional argument  i m writing a script to pull data using an api  and attach the results to a list.    i have af unction to create a list and return it  and i want to use this list in another function  which will append the data from the api to the list.    my code so far is:   <pre><code>import bigcommerce  # script used to pull orders data from the big commerce api.  # login to bigcommerce api api = bigcommerce.api.bigcommerceapi(host= *****.mybigcommerce.com   basic_auth=( *************    ********** ))   # create lists def createlist():     orderslist = list()     return orderslist   # loop over the list and get the orders with the ids def pullorders(orderslist):     #  remember to update range (higest so far: 615982)     for x in range(614534  615982):         try:             orderslist.append(api.orders.get(id= {} .format(x)))         except:             pass     return orderslist  createlist() pullorders() </code></pre>   when i try to run it  i get this error:   <pre><code>typeerror: pullorders() missing 1 required positional argument:  orderslist  </code></pre>,python
conditional assignment syntax error in python 2.7.1 (but not in 2.7.3  ) only occurs running from bash  the following code is fine on 2.7.3  but is giving syntax error on 2.7.1.  am i compelled to rewrite this as a four line if &lt;>:  else:   construct in 2.7.1  or is there something else going on     error in 2.7.1 (works in 2.7.3):   <pre><code>    stub=(sys.argv[ix].lower()== true  if len(sys.argv)&gt;ix else false)                                         ^ syntaxerror: invalid syntax </code></pre>   i was surprised because had thought that the minor version number diff 2.7.3 vs 2.7.1 only were bug fixes  not functionality.    <strong>update</strong>: this problem only occurs when the script is run as bash directly. i.e.  ./test.py  as opposed to  python test.py .  and also the error does only happen in 2.7.1 (2.7.3 is happy either way)    i have created full mini program that passes in python test.py in either 2.7.3 or  2.7.1 and passes as ./test.py in 2.7.3  but <strong>fails in ./test.py running under 2.7.1</strong>   <pre><code>#!/usr/bin/python import sys  ix=1 stub=sys.argv[ix].lower()== true  if len(sys.argv)&gt;ix else false print stub </code></pre>   running under 2.7.1:   <pre><code>$ ./test.py   file  ./test.py   line 5     stub=sys.argv[ix].lower()== true  if len(sys.argv)&gt;ix else false                                        ^ syntaxerror: invalid syntax </code></pre>   running under 2.7.3:   <pre><code>$ ./test.py false </code></pre>,python
what is the difference between the two python statements   please explain the meaning of the two statements:    <code>obj = classname</code> and  <code>obj = classname()</code>,python
importing module in another module  my question is simple. if i import  let s say  numpy in a module called foo.py  and i imported foo.py in a script that has numpy imported  would numpy be imported twice  in other words  would a module be imported twice in the same script  i care because importing scipy (for example) multiple times (if it s true) is memory inefficient.,python
bigrams and .join  i got this function and i tried to edit it a little for my purpose  but instead of getting bigrams i get unigrams. what do i need to add or edit   i am really new with python and nltk   <pre><code>import nltk from nltk.corpus import stopwords from nltk.stem import porterstemmer from nltk.tokenize import wordpuncttokenizer from nltk.collocations import bigramcollocationfinder from nltk.metrics import bigramassocmeasures import re    def get_bigrams(mystring):  tokenizer = wordpuncttokenizer()  tokens = tokenizer.tokenize(mystring)   bigram_finder = bigramcollocationfinder.from_words(tokens)  bigrams = bigram_finder.nbest(bigramassocmeasures.chi_sq  500)  for bigram_tuple in bigrams:     x =  %s %s  % bigram_tuple     tokens.append(x)  result = [x for x in tokens if x not in stopwords.words( english ) and   len(x) &gt; 3]  return result    filename = raw_input( enter file name : )  word_list = re.split( \s+   file(filename).read().lower())    f=open ( test2.csv    w )   for line in word_list:        features = get_bigrams(line)        print features        f.write(str(line))        f.write( \n ) </code></pre>   the output of for an exmple  it has been a long time      <pre><code>it    has    been   a   long   time   </code></pre>   yet i am looking for something like    <pre><code>it has has been been a  a long long time </code></pre>,python
how to read path which is original windows path form from a file in python   i have a text file contains some path  for example  it contains: c:\text\text1 c:\text\text2 ....... how can i read these file directory as correct path  i know that i can put  r  before path to make it work  such as    <pre><code>path=r c:\text\text1  </code></pre>   but this time i need to read these to a variable first  then i don t know which way or function works the same as you put a r before it  for example i have tried:   <pre><code>path= c:\text\text1  path1=r %s %path print os.listdir(path1) </code></pre>   it doesn t work.how should i do   thanks.     update in 06/28/2016 it seems that i made a stupid question  it is actually works using following code:   <pre><code>import os  f=open( path.txt   r ) lines=f.readlines() path=lines[0]  print os.listdir(path) </code></pre>   i guess that if you read something from a text  it is raw and just like you put a r before it. in above example  the path.txt first line is  c:\test\test1 and i chekced   <pre><code>path1=r c:\test\test1  path2= c:\test\test1  path==path1 </code></pre>   result is true   <pre><code>path=path2 </code></pre>   result is false so waht i worried is not exist! i really should have tried before i ask. thanks agian,python
what does  killed: 9  error mean   i am writing a program to find all the subsets of a given string. however it is resulting in an error called <code>killed: 9</code>.   <pre><code>class strings(object):     def __init__(self string):         self.list1=[]         self.string=string      def appendtolist(self ch1):         self.list1.append(ch1)         for i in self.list1:             self.list1.append(i+ch1)      def subset(self):         for ch in self.string:             self.list1=self.appendtolist(ch)         print self.list1  obj=strings( hello ) obj.subset() </code></pre>,python
format a nested list in place  i have the following list of tuples --   <pre><code>[( one  [1 2 5 3 9 8])  ( two  [9 8 5 1])] </code></pre>   and need to sort the nested list  while keeping the ordering of the tuples as is --   <pre><code>[( one  [1 2 3 5 8 9])  ( two  [1 5 8 9])] </code></pre>   the way that i am currently doing this is with a <code>for</code> loop --   <pre><code>list_of_tuples = [( one  [1 2 5 3 9 8])  ( two  [9 8 5 1])]  sorted_list_of_tuples = [] for item1  item2 in list_of_tuples:     sorted_list_of_tuples.append((item1  sorted(item2)) </code></pre>   is there an easier way to do this in one line  thank you.,python
python unhashable type:  slice  deal with matrix  write a python program to use dbscan to analyze data    <pre><code>def dbscan(m  eps  min_points):             inputs:     m - a matrix whose columns are feature vectors     eps - maximum distance two points can be to be regionally related     min_points - the minimum number of points to make a cluster      outputs:     an array with either a cluster id number or dbscan.noise (none) for each     column vector in m.             cluster_id = 1     n_points = m.shape[1]     classifications = [unclassified] * n_points     for point_id in range(0  n_points):         point = m[: point_id]         if classifications[point_id] == unclassified:             if _expand_cluster(m  classifications  point_id  cluster_id  eps  min_points):                 cluster_id = cluster_id + 1     return classifications   if __name__ ==  __main__ :     temp_dataset_matrix = fb_group_user_dbscan.dataset_manage()      temp_normal_dataset_matrix =  fb_group_user_dbscan.normalize(temp_dataset_matrix)     t_normal_dataset_matrix = temp_normal_dataset_matrix.t       eps = 0.1     min_points = 3     labels = dbscan(t_normal_dataset_matrix  eps  min_points) </code></pre>   t_normal_dataset_matrix is a matrix (11 rows x 97335 columns) when run it  it errors:   <pre><code>traceback (most recent call last):   file  f:/mydocument/f/my document/training/python/pycharmproject/facebookcrawl/fb_group_user_dbscan_test.py   line 97  in &lt;module&gt;     labels = dbscan(t_normal_dataset_matrix  eps  min_points)   file  f:/mydocument/f/my document/training/python/pycharmproject/facebookcrawl/fb_group_user_dbscan_test.py   line 72  in dbscan     point = m[:  point_id] ...   typeerror: unhashable type:  slice  </code></pre>   it seems mean that point = m[: point_id] is wrong could you please tell me the reason and how to solve it,python
sorting based on a variable number of sort keys input after execution  i am very new to python and my apologies is this has already been answered.  i can see a lot of previous answers to  sort  questions but my problem seems a little different from these questions and answers.    i have a list of keys  with each key contained in a tuple  that i am trying to sort.  each key is derived from a subset of the columns in a csv file  but this subset is determined by the user at runtime and can t be hard coded as it will vary from execution to execution.  i also have a datetime value that will always form part of the key as the last item in the tuple (so there will be at least one item to sort on - even if the user provides no additional items).    the tuples to be sorted look like:   <pre><code>(col0  col1  .... coln  datetime) </code></pre>   where col0 to coln are based on the values found in columns in a csv file  and the  n  can change from run to run.      in each execution  the tuples in the list will always have the same number of items in each tuple.  however  they need to be able to vary from run to run based on user input.    the sort looks like:    <pre><code>sorted(concurrencydict.keys()  key=itemgetter(0  1  2)) </code></pre>   ... when i do hard-code the sort based on the first three columns.  the issue is that i don t know in advance of execution that 3 items will need to be sorted - it may be 1  2  3 or more.      i hope this description makes sense.    i haven t been able to think of how i can get itemgetter to accept a variable number of values.    does anyone know whether there is an elegant way of performing a sort based on a variable number of items in python where the number of sort items is determined at run time (and not based on fixed column numbers or attribute names),python
out of range issue within a loop  i try to make a script allowing to loop through a list (<em>tmplist = openfiles(cop_node)</em>). this list contains  5 other sublists of 206 components. the last 200 components of the sublists are string numbers ( a line of 200 string numbers for each component separated with a space character).    i need to loop through the main list and create a new list of 5 components  each new component containing the 200*200 values in float.    my actual code is try to add a second loop to an older code working with the equivalent of one sublist. but python return an error <em> index out of range </em>   <pre><code>def valuesfiles(cop_node): tmplist = openfiles(cop_node) valuelist = [] valueliststr = []*len(tmplist) for j in range (len(tmplist)):     tmplist = openfiles(cop_node)[j][6:]     tmplist.reverse()     for i in range (len(tmplist)):         splitlist = tmplist[i].split(   )         valueliststr[j].extend(splitlist)         #valuelist.append(float(valueliststr[j][i])) return(valuelist) </code></pre>,python
python - how to write to a csv file while in a loop  i have this piece of code that does a loop:   <pre><code>for i in os.listdir(os.getcwd()):    if i.endswith( .gz ):         myfilename=i         gethum=int(subprocess.check_output(   zcat %s |  awk  begin {fs= ; };{print $6}  | grep -i  hummer  | wc -l    % myfilename  shell=true))         getbmw=int(subprocess.check_output(   zcat %s |  awk  begin {fs= ; };{print $6}  | grep -i  bmw  | wc -l    % myfilename  shell=true))         getaudi=int(subprocess.check_output(   zcat %s |  awk  begin {fs= ; };{print $6}  | grep -i  audi  | wc -l    % myfilename  shell=true)) </code></pre>   now  i m trying to modify it so i write the output to a comma sep csv file. how do i loop through each file and write the extracted contents to a csv file  thanks.,python
how to write to a file in a particular position using python   i want to replace a dictionary value by mapping the key in the python file.how can it be done someone help me i am new in this field.sorry my english..,python
